TICKER;
CMIG3
CMIG4
CESP6
CGAS5
CSMG3
CPFE3
DIRR3
ECOR3
ELET6
EGIE3
EQTL3
EVEN3
EZTC3
FESA4
GFSA3
GRND3
HBOR3
HYPE3
MEAL3
MYPK3
KLBN11
LIGT3
RENT3
LAME3
MDIA3
POMO4
MULT3
ODPV3
PSSA3
SBSP3
STBP3
SMTO3
SEER3
SLCE3
SULA11
TAEE11
TGMA3
TRPL4
TUPY3
UGPA3
VLID3
VULC3
WIZS3
VIVA3
CEAB3
YDUQ3
BIOM3
CARD3
FHER3
FRAS3
FRIO3
FRTA3
GSHP3
GPIV33
LPSB3
MGEL3
OFSA3
PFRM3
PINE3
ROMI3
RSID3
SCAR3
SGPS3
SHOW3
SLED3
TCSA3
TECN3
TELB4
TEND3
TESA3
TPIS3
TRIS3
VIVR3
NTCO3
PCAR3
